,review_id,sentence_id,sentence,sentiment,Rating
91,iZ-Y8wZjjHY809A9UOMRZQ,10,"With 2 slices of Salmon, 2 slices of Tuna, Swordfish, Egg, Shrimp and Ikura (salmon roe), it truly is a value for money.",1,4.0
92,iZ-Y8wZjjHY809A9UOMRZQ,11,Salmon Sushi with Pollock Roe Sauce Definitely our favourite sushi here.,1,4.0
93,iZ-Y8wZjjHY809A9UOMRZQ,12,"The sweet vinegared rice, with its succulent salmon topped with the salty pollock roe sauce is a match made it heaven!",1,4.0
94,iZ-Y8wZjjHY809A9UOMRZQ,13,Takoyaki.,0,4.0
95,iZ-Y8wZjjHY809A9UOMRZQ,14,"Since the original takopachi and Gindako started disappearing from our shores, I've found it progressively hard to find a good takoyaki in Singapore.",0,4.0
96,iZ-Y8wZjjHY809A9UOMRZQ,15,"Thankfully, genki's are pretty good and definitely helps when we're craving for it.",1,4.0
97,iZ-Y8wZjjHY809A9UOMRZQ,16,Teriyaki Salmon.,0,4.0
98,iZ-Y8wZjjHY809A9UOMRZQ,17,($9.80) Another high note for us here.,1,4.0
99,iZ-Y8wZjjHY809A9UOMRZQ,18,"Although the cook tend to vary from restaurant to restaurant, we've noticed that all restaurants at least offer a very decently sized piece of salmon for its price.",1,4.0
100,iZ-Y8wZjjHY809A9UOMRZQ,19,"On a whole, if you're looking for a quick fix for jap food, and don't want to settle for some of the lesser restaurants, than Genki is the place to go.",1,4.0
101,iZ-Y8wZjjHY809A9UOMRZQ,20,We really love the rice here and that is enough to jeep is coming back for more!,1,4.0
102,iZ-Y8wZjjHY809A9UOMRZQ,21,Do take note though that they are VERY popular during periods so be ready to queue.,1,4.0
103,fzSe7VC3HkkW6ngEU_UK2A,0,Went at around 6pm on the weekday and there was hardly any queue with 2 or 3 service staff available.,1,3.0
104,fzSe7VC3HkkW6ngEU_UK2A,1,"The yogurt itself was great, but the fruits that were added in tasted rather soggy than fresh.",1,3.0
105,fzSe7VC3HkkW6ngEU_UK2A,2,"It would be great if a wider selection of sweet fruits (such as banana) was available, so as to better complement the more acidic taste of the yogurt.",2,3.0
106,Syxh6XviL4M9BSCluP03ow,0,Dropped into this ramen shop while randomly strolling through City Link.,0,3.0
107,Syxh6XviL4M9BSCluP03ow,1,I can't believe how EVERYTHING in downtown Singapore is basically connected underground.,1,3.0
108,Syxh6XviL4M9BSCluP03ow,2,It's quite impressive LAH!,1,3.0
109,Syxh6XviL4M9BSCluP03ow,3,"I realized if you live in the CBD and work in the CBD, you can almost get away with NEVER seeing the sun or humidity of SG.",1,3.0
110,Syxh6XviL4M9BSCluP03ow,4,I can walk from my office at One Raffles Place to the buildings and eateries at Marina Bay Financial Centre underground.,1,3.0
111,Syxh6XviL4M9BSCluP03ow,5,"Very cool, reminds me of the underground city in Montreal.",1,3.0
112,Syxh6XviL4M9BSCluP03ow,6,"Oh yeah, ramen shop.",1,3.0
113,Syxh6XviL4M9BSCluP03ow,7,"Menzo Butao is a small shop, looks like a chain based on their menu.",0,3.0
114,Syxh6XviL4M9BSCluP03ow,8,The ramen bowl I had was $14 but smaller than what I expected.,2,3.0
115,Syxh6XviL4M9BSCluP03ow,9,The broth was tasty but a bit on the fatty/oily side and very salty.,1,3.0
116,Syxh6XviL4M9BSCluP03ow,10,"The noodles were average, not very thick or chewy.",0,3.0
117,Syxh6XviL4M9BSCluP03ow,11,I'll probably stick to Ramen Keisuke Tori King at 100AM when I have a ramen craving or just skip it altogether as ramen is not the healthiest food in the world.,0,3.0
118,XxvPTX29ipvTcLBXGbn_Zw,0,The 3 course lunch meal was totally worth it at $63 ++ with the breathtaking city view.Service was also impeccable.,1,4.0
119,-hP_fZ04EE4vcfYlB-wt9w,0,"I am always fascinated by the extensive range of live seafood that this eating house Gone where the days were you had to dine by the alleyways, now you have the options of  air-conditioned dining.",1,3.0
120,-hP_fZ04EE4vcfYlB-wt9w,1,"Over the years, Sin Hoi San which used to be a no-frills tze char stall which has slowly transformed into a rather expensive seafood restaurant.",2,3.0
121,-hP_fZ04EE4vcfYlB-wt9w,2,Guess this is also due to the fact that it is a very popular supper venue for local and foreign (asian) celebrities.,1,3.0
122,-hP_fZ04EE4vcfYlB-wt9w,3,The food is above average that comes with extra perks of celebrity spotting.,1,3.0
123,-hP_fZ04EE4vcfYlB-wt9w,4,It is still a great supper place if you are craving for late night tze char as they are opened till 5am.,1,3.0
124,croA-sPfJ1L-RrmXlLf3Lw,0,Had to have the Singaporean Dish of chili crab - so chose this place to stop.,1,3.0
125,croA-sPfJ1L-RrmXlLf3Lw,1,"Food was excellent, wait staff friendly but was more interested in visiting with each other.",1,3.0
126,croA-sPfJ1L-RrmXlLf3Lw,2,I recommend the chili crab!,1,3.0
127,croA-sPfJ1L-RrmXlLf3Lw,3,!,0,3.0
128,srzpFfahmxcZE7jQ6YJLgw,0,Disgusting.,2,1.0
129,srzpFfahmxcZE7jQ6YJLgw,1,"Bad food, terrible service.",2,1.0
130,srzpFfahmxcZE7jQ6YJLgw,2,"Before going to the restaurant, I placed a reservation and was told that I should pre-order my uni don, as it tends to run out.",0,1.0
131,srzpFfahmxcZE7jQ6YJLgw,3,"I did so, and pre-ordered my uni don ($37.80) and otoro sashimi ($45.80) online.",0,1.0
132,srzpFfahmxcZE7jQ6YJLgw,4,"I asked if the ikura in the uni don could be substituted with something else, and the person taking my reservation suggested tamagoyaki, to which I agreed.",0,1.0
133,srzpFfahmxcZE7jQ6YJLgw,5,I was extremely disappointed.,2,1.0
134,srzpFfahmxcZE7jQ6YJLgw,6,"Service was very slow, despite the place being nearly empty (there was only one other customer).",2,1.0
135,srzpFfahmxcZE7jQ6YJLgw,7,"I had to wait 20 minutes before I was even served my green tea, and another 15 minutes before I was served the uni don, and they got my order wrong, I was served ikura even though I had been told that they would substitute it with tamagoyaki.",2,1.0
136,srzpFfahmxcZE7jQ6YJLgw,8,"My ""otoro"" sashimi arrived yet another 30 minutes after that.",2,1.0
137,srzpFfahmxcZE7jQ6YJLgw,9,"When I tried waving a waitress over to ask for a refill on my green tea, I was ignored.",2,1.0
138,srzpFfahmxcZE7jQ6YJLgw,10,"I was not a rude customer deserving of silent treatment- in fact, even if I had wanted to be rude, I would not have had the chance to as I was treated as though I was invisible.",2,1.0
139,srzpFfahmxcZE7jQ6YJLgw,11,The food was terrible.,2,1.0
140,srzpFfahmxcZE7jQ6YJLgw,12,"The uni don might look good in photos, and I expected an umami explosion, but in reality, it tasted of bland slime with a lingering aftertaste of piss.",2,1.0
141,srzpFfahmxcZE7jQ6YJLgw,13,"It was obvious that the uni was NOT fresh, at all.",2,1.0
142,srzpFfahmxcZE7jQ6YJLgw,14,My cat would not have touched the otoro.,2,1.0
143,srzpFfahmxcZE7jQ6YJLgw,15,"As you can see, the sashimi slices were roughly hacked instead of carefully sliced.",2,1.0
144,srzpFfahmxcZE7jQ6YJLgw,16,"It lacked the usual melt-in-mouth texture that one comes to associate with otoro, and worse still, it tasted sour and metallic.",2,1.0
145,srzpFfahmxcZE7jQ6YJLgw,17,"I choked down two slices out of the five, paid my bill, and left.",2,1.0
146,srzpFfahmxcZE7jQ6YJLgw,18,I stupidly paid $97.80 (incl.,2,1.0
147,srzpFfahmxcZE7jQ6YJLgw,19,"service charge and 7% GST) for this garbage, although I probably should have requested to return the dishes to the kitchen upon tasting them.",2,1.0
148,srzpFfahmxcZE7jQ6YJLgw,20,I now know better.,2,1.0
149,srzpFfahmxcZE7jQ6YJLgw,21,"If Fukusen was to pay me $100 to eat their uni don and otoro sashimi again, I most definitely would NOT.",2,1.0
150,srzpFfahmxcZE7jQ6YJLgw,22,"Food: -5/5 Service: -5/5 Value for money: -5/5 Sadly, the lowest rating I can give the place is 1 star.",2,1.0
151,aJWT-Hwx6qoVRU4drp4Npg,0,Ra Ra(men)... Ooh La la.,1,4.0
152,aJWT-Hwx6qoVRU4drp4Npg,1,"It's official, Keisuke Ramen has officially taken over Singapore and has now become one of if not the number one chain of Ramen restaurants in Singapore!",1,4.0
153,aJWT-Hwx6qoVRU4drp4Npg,2,"While I haven't been overly impressed with Tendon, their Tempura bowl restaurant, I really haven't had much to complain about their ramen restaurants.",0,4.0
154,aJWT-Hwx6qoVRU4drp4Npg,3,"Though I haven't tried, Tonkotsu King and Orchid Hotel looks an ever popular ""to-go-restaurant"", their restaurant at Suntec has been good too and the Crab broth is a delight and now, Lobster King at Clarke Quay is making waves!",1,4.0
155,aJWT-Hwx6qoVRU4drp4Npg,4,We finally managed to bring ourselves down to Lobster King to give it a shot and we were not disappointed.,1,4.0
156,aJWT-Hwx6qoVRU4drp4Npg,5,"Located at the heart of Clarke Quay (and right next to the soon to be re-located Zouk), Lobster King's rich lobster broth ramen has to be the ultimate hangover food.",1,4.0
157,aJWT-Hwx6qoVRU4drp4Npg,6,In terms of variety?,0,4.0
158,aJWT-Hwx6qoVRU4drp4Npg,7,"Not much, with only the option of thick broth, light broth, Miso or spicy Miso.",2,4.0
159,aJWT-Hwx6qoVRU4drp4Npg,8,"However, don't let the lack of options turn you away because what they do well is a delicious bowl of ramen.",1,4.0
160,aJWT-Hwx6qoVRU4drp4Npg,9,"With the option of either without flavoured egg (Ajisuke Tomago), with egg or extra ingredients, we went without the egg, solely because the restaurant gives you free hard boiled eggs.",1,4.0
161,aJWT-Hwx6qoVRU4drp4Npg,10,YES!,1,4.0
162,aJWT-Hwx6qoVRU4drp4Npg,11,FREE!,1,4.0
163,aJWT-Hwx6qoVRU4drp4Npg,12,"Oh, that and free bean sprouts as well.",1,4.0
164,aJWT-Hwx6qoVRU4drp4Npg,13,So we went with the trademark...,0,4.0
165,aJWT-Hwx6qoVRU4drp4Npg,14,Lobster Broth Ramen with Rich Creamy Broth The broth is definitely rich and definitely very tasty!,1,4.0
166,aJWT-Hwx6qoVRU4drp4Npg,15,"Served with a good amount of Leak, a piece of torched pork, a piece of chicken and a dumpling,  this dish definitely hit the mark.",1,4.0
167,aJWT-Hwx6qoVRU4drp4Npg,16,The first thing we noticed was the noodles.,0,4.0
168,aJWT-Hwx6qoVRU4drp4Npg,17,"Unlike other ramen joints, the noodle seemed different.",0,4.0
169,aJWT-Hwx6qoVRU4drp4Npg,18,"Judging from the texture and look, we figured that it was probably a buck wheat or whole wheat mix, which works perfectly well with this broth as it allowed the broth to coat the noodle without soaking it fully, which may have made it over powering.",1,4.0
170,aJWT-Hwx6qoVRU4drp4Npg,19,"The leak helped add balance to the dish, giving it a bit of pungent-ness to help cut the richness.",1,4.0
171,aJWT-Hwx6qoVRU4drp4Npg,20,"The pork, which tender and juicy, got a bit lost in the dish for me, thanks to the broth but the chicken was surprisingly good.",1,4.0
172,aJWT-Hwx6qoVRU4drp4Npg,21,"It was tender, juicy and the texture felt like it had been sous vide.",1,4.0
173,aJWT-Hwx6qoVRU4drp4Npg,22,The dumpling was a nice surprise.,1,4.0
174,aJWT-Hwx6qoVRU4drp4Npg,23,He skin tasted a little Gyoza-ish but thicker and it helped soak in the stock.,1,4.0
175,aJWT-Hwx6qoVRU4drp4Npg,24,"The prawn they stuffed in it was nice and sweet too, bringing out the ""lobster-ness"" of the dish.",1,4.0
176,aJWT-Hwx6qoVRU4drp4Npg,25,"On a side note, do note that the broth might be overpowering and salty so if an overly rich broth isn't for you, I would suggest the much lighter looking clear broth instead.",1,4.0
177,aJWT-Hwx6qoVRU4drp4Npg,26,"Oh yes.... And please note that although the name is Lobster King, don't be disappointed when you find out that the lobster is in the broth and you don't get a fat piece of Lobster Tail in the ramen, but than again, at $14.90, I suppose that's expected.",2,4.0
178,aJWT-Hwx6qoVRU4drp4Npg,27,"Overall, we do like it a lot.",1,4.0
179,aJWT-Hwx6qoVRU4drp4Npg,28,"May be a little too rich to have it often but when we do crave the rich broth and can get away from the standard pork broth, we will be back!",1,4.0
180,p0Kg4SUDGlCIuAxT5BYNSA,0,Barley is quite possibly the thing I'm most excited about every time I'm back in Singapore.,1,5.0
181,p0Kg4SUDGlCIuAxT5BYNSA,1,It just makes me happy to be alive.,1,5.0
182,p0Kg4SUDGlCIuAxT5BYNSA,2,So I'm inherently biased towards this place.,0,5.0
183,p0Kg4SUDGlCIuAxT5BYNSA,3,"But really, May's Kopi Bar does their barley (5 stars) perfectly - it's rich, flavorful, has just enough barley seeds in it for some bite with each sip, and costs half the price of the one at Ya Kun.",1,5.0
184,p0Kg4SUDGlCIuAxT5BYNSA,4,They also have a lemon barley option (5 stars).,1,5.0
185,p0Kg4SUDGlCIuAxT5BYNSA,5,"I had the kaya toast as well, and it was also outstanding (5 stars).",1,5.0
186,p0Kg4SUDGlCIuAxT5BYNSA,6,"The bread was thin and crispy, unlike Ya Kun's, and had a generous amount of kaya.",1,5.0
187,p0Kg4SUDGlCIuAxT5BYNSA,7,"The kaya is on the sweet side, but it's not too bad with the bread and your drink to balance it out.",1,5.0
188,p0Kg4SUDGlCIuAxT5BYNSA,8,They also renovated this corner coffee shop a while back and I love its new look.,1,5.0
189,p0Kg4SUDGlCIuAxT5BYNSA,9,"There's no air-conditioning, but it's open early and late enough to go when it isn't too warm out.",1,5.0
190,p0Kg4SUDGlCIuAxT5BYNSA,10,And May's Kopi Bar's is near enough to my place for me to swing by when I crave barley or kaya toast!,1,5.0
191,p0Kg4SUDGlCIuAxT5BYNSA,11,I'm gonna miss this place when I move out.,1,5.0
192,4jzhG1CarSzZHwXcQWkcUg,0,This Japanese pasta place is one of my favourite options when I come to Food Republic in 313!,1,4.0
193,4jzhG1CarSzZHwXcQWkcUg,1,"It is hardly ever crowded and is located to one end of the food court, with private seating for its customers.",1,4.0
194,4jzhG1CarSzZHwXcQWkcUg,2,"My friend is a fan of their mentaiko pasta, and I love their scallop + potato + crab meat pasta (carb overload) that is topped off with dried prawn and a light cream sauce - delicious!",1,4.0
195,4jzhG1CarSzZHwXcQWkcUg,3,The pasta is super value-for-money considering you'd be paying upwards of $20 for these dishes at a proper sit-down restaurant.,1,4.0
196,4jzhG1CarSzZHwXcQWkcUg,4,"Here it costs under $10 - although they do scrimp of the ingredients, but that's expected if you're paying such low prices.",0,4.0
197,4jzhG1CarSzZHwXcQWkcUg,5,The only downside about this place is that the staff are kind of rude and unfriendly.,2,4.0
198,4jzhG1CarSzZHwXcQWkcUg,6,Point in case - we ordered a dish that didn't specify there'd be cheese on top.,2,4.0
199,4jzhG1CarSzZHwXcQWkcUg,7,"It came dressed in cheese and we requested a change as my friend is lactose-intolerant and they kicked up a big fuss about it, before reluctantly re-doing the dish.",2,4.0
200,4jzhG1CarSzZHwXcQWkcUg,8,"So if you're lactose-intolerant, be sure to specify you don't want cheese!",0,4.0
201,LpFdij6jHr0kHlRemhrDJw,0,We were looking for dessert and of the many options in the area we decided to check this out.,0,2.0
202,LpFdij6jHr0kHlRemhrDJw,1,I've never had Taiwanese style - Korean inspired soft serve before so I was curious.,0,2.0
203,LpFdij6jHr0kHlRemhrDJw,2,"I could say it is one of the sweetest desserts I've had in Singapore to date, which is pretty impressive not in a positive way..in my opinion.",2,2.0
204,LpFdij6jHr0kHlRemhrDJw,3,"The boba got more chewy and hard because of the cold soft serve, so I thought it was a weird combo.",2,2.0
205,LpFdij6jHr0kHlRemhrDJw,4,The milk tea flavor was not bad though.,1,2.0
206,LpFdij6jHr0kHlRemhrDJw,5,I did appreciate the welcome greeting when entering as well as the amount of selection of sundae combos etc.,1,2.0
207,LpFdij6jHr0kHlRemhrDJw,6,Tip: they have a hot/cold water machine Tip: the location is outside the mall near the taxi stand Tip: seating is give or take limited as its a smaller shop.,0,2.0
208,oJBOb1HnrjqX1amLIVKGrg,0,Perfect 5 stars for this awesome place that serves the best Mee Pok I have ever tasted.,1,5.0
209,oJBOb1HnrjqX1amLIVKGrg,1,"The hand made fish balls, 魚餃(fish ravioli) are out of this world.",1,5.0
210,oJBOb1HnrjqX1amLIVKGrg,2,Words fail to define how good the simple bowl of noodles taste.,1,5.0
211,oJBOb1HnrjqX1amLIVKGrg,3,You have to taste it to know how good it is.,1,5.0
212,MQhsw_woURD6APeWjklISg,0,"Underrated honest Vietnamese place round the corner at Amoy street, offering generous bowls of pho and bun cha (vermicelli) at very reasonable prices - can't find this value for money in the cbd!",1,5.0
213,MQhsw_woURD6APeWjklISg,1,"It's a crowd favourite during lunch hour and service is really efficient, but it was a much more pleasant dining experience with peace and quiet in the evening (opens till 9pm on weekdays).",1,5.0
214,MQhsw_woURD6APeWjklISg,2,"Vietnamese spring rolls were awesome, and my favourite has got to be the fried version with just the right amount of crunch, juiciness and bite, the skin fried till crisp but not greasy, and best of all paired with their homemade sweet chili sauce which is really addictive.",1,5.0
215,MQhsw_woURD6APeWjklISg,3,My partner got the classic beef pho which was really flavourful and sweet - perhaps sweeter than those you get in Vietnam but to each his own.,1,5.0
216,MQhsw_woURD6APeWjklISg,4,Can't emphasise enough how generous the serving was.,1,5.0
