dbEC8f7dFoAJ4b98DXBjNA,10,"The next time I went by, the shop had a brand new PIN machine and were taking cards."
vKS9q2_AhxyVUB5BFdajJQ,0,"This newly-opened Western stall serves a range of barbecued food, usually accompanied by pineapple or white rice (you choose) and some achar (to complement the pineapple rice, I wager)."
vKS9q2_AhxyVUB5BFdajJQ,1,"I decided to give it a try, going for the honey chicken leg that was priced at $4.80 for the smaller set (the larger set has a larger chicken leg at $5.20)."
vKS9q2_AhxyVUB5BFdajJQ,2,The stall also serves Yakitori as well as a fish-and-ebi (prawn) combo meal.
vKS9q2_AhxyVUB5BFdajJQ,3,Most of these items are under $4.
vKS9q2_AhxyVUB5BFdajJQ,4,You can also choose to purchase the items individually without the rice.
vKS9q2_AhxyVUB5BFdajJQ,5,"First up, the chicken: the honey glaze was done nicely, and the chicken was juicy but not too oily."
vKS9q2_AhxyVUB5BFdajJQ,6,"In comparison with the Cold Storage equivalent, however, this is not exactly up to par (though you should consider the price difference of +$3 for the latter)."
vKS9q2_AhxyVUB5BFdajJQ,7,"The pineapple rice definitely needed more flavouring, as it was rather bland and visually not appealing enough."
vKS9q2_AhxyVUB5BFdajJQ,8,"The achar was average and forgettable, while the soup was tasteless."
vKS9q2_AhxyVUB5BFdajJQ,9,"Overall, I think the stall adds some much-needed variety to the hawker centre in this neighbourhood, and families looking for decent Western food that isn't fried (with reused oil) would appreciate the choices provided here."
XkkdUMVKMFUM0-p-bvsrwQ,0,Typical prata store in the mornings.
XkkdUMVKMFUM0-p-bvsrwQ,1,i had the kosong and the plaster.
XkkdUMVKMFUM0-p-bvsrwQ,2,I wanted it with fish curry but it had run out(in the morning??)
XkkdUMVKMFUM0-p-bvsrwQ,3,.
XkkdUMVKMFUM0-p-bvsrwQ,4,"This prata is very crispy, and not very chewy/ So if you really like it that way, you will enjoy it here."
XkkdUMVKMFUM0-p-bvsrwQ,5,The mutton cury was okay.
XkkdUMVKMFUM0-p-bvsrwQ,6,but i always preffer the sourish fish curry.
XkkdUMVKMFUM0-p-bvsrwQ,7,They also have thosai which is pretty decent.
bBd6Ofk1zvQaAjGOIaOLtw,0,"In addition to what the name suggests, This place als has fried carrot cake and fried oyster."
bBd6Ofk1zvQaAjGOIaOLtw,1,I have tried both the black and white carrot cakes I have to say that both are pretty good.
bBd6Ofk1zvQaAjGOIaOLtw,2,The black version is fried with a thick sweet sauce and egg.
bBd6Ofk1zvQaAjGOIaOLtw,3,You can taste the chai poh with it and the bits of egg goes very well The White version is savoury the chilli which they fry it with is very good.
apUgG_MV6z0NRVvUVYUgWg,0,"I work in Marsiling , so when I am early, i will get breakfast from one of the nearby coffeeshops and this is one of my regular places."
apUgG_MV6z0NRVvUVYUgWg,1,"This is your typical run of the mill beehoon/nasi lemak/ Fried kuay teow places, where you choose a carb(i usually choose the nasi lemak) and then you pick the dishes you want to go with it."
apUgG_MV6z0NRVvUVYUgWg,2,"fried stuff, like chicken wings, sausages, luncheon meat, fish cakes, ikan billis."
apUgG_MV6z0NRVvUVYUgWg,3,"Then there are some stir fried dishes like long beans, eggplant."
apUgG_MV6z0NRVvUVYUgWg,4,Most times there is a vegetable curry as well.
apUgG_MV6z0NRVvUVYUgWg,5,This place does all pretty well and from the picture you can see its popular too.
TYCovOonDxZLSMx3onJyqQ,0,"With Fish and Co., it's best to go old school with Fish and Chips."
TYCovOonDxZLSMx3onJyqQ,1,Enjoy a delicious plate of deep fried battered dory fish and hugely cut fries with sauce that you can keep on coming.
TYCovOonDxZLSMx3onJyqQ,2,There will be times that we go old school and this is the place with their Fish and Chips.
TYCovOonDxZLSMx3onJyqQ,3,"Sometimes, we order a salad to add some leafy balance to the meal."
TYCovOonDxZLSMx3onJyqQ,4,"But trust me, a plate of fish and chips is definitely filling with all that protein and carbs."
TYCovOonDxZLSMx3onJyqQ,5,I also love how comfortable I am whenever I dine there-enough space for me to enjoy my food without worrying that I'l bump my knee under the table or kick the one in front of me.
TYCovOonDxZLSMx3onJyqQ,6,It is priced affordable with a hint of pricey-ness.
TYCovOonDxZLSMx3onJyqQ,7,Definitely best enjoyed with family or friends.
TYCovOonDxZLSMx3onJyqQ,8,"Come to think of it, would you rather enjoy that feast all to yourself?"
nWyOCMsufoGVSJVkog82bQ,0,This KFC is at the Zoo's kidzworld.
nWyOCMsufoGVSJVkog82bQ,1,"Although there are ample seating, there is usually no space available even on non-peak period."
nWyOCMsufoGVSJVkog82bQ,2,The tables are occupied by parents waiting for their kids playing at the water play facilities right in front of the restaurant.
nWyOCMsufoGVSJVkog82bQ,3,It might be better to walk outside to the other KFC at the zoo entrance if you are looking for food.
C8n_K1ewaD2MheCTiR-P_g,0,Sad about the price of good beer in Singapore?
C8n_K1ewaD2MheCTiR-P_g,1,"Yeah, you and every other expat in the country."
C8n_K1ewaD2MheCTiR-P_g,2,craftbeer.sg to the rescue.
C8n_K1ewaD2MheCTiR-P_g,3,Sales to the public online only.
C8n_K1ewaD2MheCTiR-P_g,4,Cases (24x330ml) of Chimay red and Duvel delivered in 2-business days for S$160 tax and delivery included.
zmHoaMI0GZ01XCxwkXLcAg,0,This is the best place in Singapore to get Gelato for a number of reasons.
zmHoaMI0GZ01XCxwkXLcAg,1,1.
zmHoaMI0GZ01XCxwkXLcAg,2,The Gelato - tastes AMAZING.
zmHoaMI0GZ01XCxwkXLcAg,3,Try the pistachio flavor!
zmHoaMI0GZ01XCxwkXLcAg,4,It is my favorite :) 2.
zmHoaMI0GZ01XCxwkXLcAg,5,The location - prime location and perfect for dates or even just to hang out with close friends.
zmHoaMI0GZ01XCxwkXLcAg,6,"You can sit and watch people walk by, enjoy music, while eating your gelato and conversing with friends."
zmHoaMI0GZ01XCxwkXLcAg,7,3.
zmHoaMI0GZ01XCxwkXLcAg,8,They serve ALCOHOL!!!!
zmHoaMI0GZ01XCxwkXLcAg,9,- They have this awesome champagne that your girlfriend will love.
zmHoaMI0GZ01XCxwkXLcAg,10,Get it for her.
zmHoaMI0GZ01XCxwkXLcAg,11,They mix the champagne with some strawberry and I think something else.
zmHoaMI0GZ01XCxwkXLcAg,12,I can't remember.
zmHoaMI0GZ01XCxwkXLcAg,13,Maybe it is their secret recipe?
zmHoaMI0GZ01XCxwkXLcAg,14,lol.
zmHoaMI0GZ01XCxwkXLcAg,15,"Anyways, a must try."
zmHoaMI0GZ01XCxwkXLcAg,16,"Also, they have SHOOTERS!"
zmHoaMI0GZ01XCxwkXLcAg,17,I love to come here and drink a bunch of shooters before I go out to a club with my friends.
zmHoaMI0GZ01XCxwkXLcAg,18,It is a great way to get the night started.
zmHoaMI0GZ01XCxwkXLcAg,19,4.
zmHoaMI0GZ01XCxwkXLcAg,20,The Service - the team at Note di Sicilia is amazing.
zmHoaMI0GZ01XCxwkXLcAg,21,Truly great people who love their customers.
zmHoaMI0GZ01XCxwkXLcAg,22,"They will smile for you, offer you samples, and show you how to enjoy the whole experience of gelato."
zmHoaMI0GZ01XCxwkXLcAg,23,I urge you to try this place!!
zmHoaMI0GZ01XCxwkXLcAg,24,!
0w8Fl9kZTdDAChyvD3Kbzw,0,Great boutique beers at reasonable price.
0w8Fl9kZTdDAChyvD3Kbzw,1,You can try cold beers there to see if you want more than 1.
0w8Fl9kZTdDAChyvD3Kbzw,2,Not as nice a drinking space as their other store but great selection and advice.
0w8Fl9kZTdDAChyvD3Kbzw,3,Great to have this in holland v. Its a little hard to find.
0w8Fl9kZTdDAChyvD3Kbzw,4,Take the escalators that are on the right side of cold storage to first floor.
0w8Fl9kZTdDAChyvD3Kbzw,5,"Turn right, then right straight away then another right so you have basically done a u turn."
0w8Fl9kZTdDAChyvD3Kbzw,6,Not a very busy mall so there will not be any waiting.
0w8Fl9kZTdDAChyvD3Kbzw,7,Hopefully this store will survive as it's a great idea.
0w8Fl9kZTdDAChyvD3Kbzw,8,Check it out.
0w8Fl9kZTdDAChyvD3Kbzw,9,If you love beer and don't want to drink the same thing all the time then this is for you.
vC8t15qA93ItmFIXDJd2TQ,0,I can't believe I haven't yet dropped Thirsty HV (Holland Village) some Yelp review love?!
vC8t15qA93ItmFIXDJd2TQ,1,I'm certainly no stranger here as the friendly folks at Thirsty will tell you.
vC8t15qA93ItmFIXDJd2TQ,2,They're really more like family since I almost live here.
vC8t15qA93ItmFIXDJd2TQ,3,"Maybe live is a bit of an exaggeration,  I am to Thirsty HV what Norm was to Cheers."
vC8t15qA93ItmFIXDJd2TQ,4,That should suggest to you that my review is likely to gloss over a wealth of minor sins in favor of the greater good and how dearly I love this secret jewel of a neighborhood watering hole!
vC8t15qA93ItmFIXDJd2TQ,5,"This franchise is run by a small crew of knowledgeable, folksy characters who are passionate about beer and just want you to love the stuff as much as they do."
vC8t15qA93ItmFIXDJd2TQ,6,"This passion runs through not only the staff here but also the regulars, which run the gamut from beer lovers, to connoisseurs and home brewers so be prepared to be given pretty passionate feedback about what you should have or which new bottles you should try."
vC8t15qA93ItmFIXDJd2TQ,7,If you're lucky you get to sit back relax with a beer while enjoying a lively debate on the relative virtues of different offerings and styles available at Thirsty HV.
vC8t15qA93ItmFIXDJd2TQ,8,"So it's a bottle shop but you're also allowed to drink on site and more likely than not you'll get offers of a taste of whatever one of the regulars brewed at home, picked up from their travels or is having one out of the chiller."
vC8t15qA93ItmFIXDJd2TQ,9,"While there are Thirsty's all over Singapore, Thirsty's HV is the den of a thoroughly lovable, slightly rowdy, marginally rude family of beer geeks."
1kaEvkzfTzz46RS1LIyBxA,0,Q Bread is located behind but directly attached to the Aljunied MRT Station.
1kaEvkzfTzz46RS1LIyBxA,1,This is a small bakery with a nice variety of baked goods.
1kaEvkzfTzz46RS1LIyBxA,2,There is no seating here so this is strictly grab and go!
1kaEvkzfTzz46RS1LIyBxA,3,"I picked two items here, a bag of 6 small multi-grain breads and a package of several small dessert croissants."
1kaEvkzfTzz46RS1LIyBxA,4,"I tried one of the croissants right away, it was light, flaky, and tasted very fresh."
1kaEvkzfTzz46RS1LIyBxA,5,I tried a bit of the bread later in the day and it was as good as the croissants.
1kaEvkzfTzz46RS1LIyBxA,6,Everything seemed reasonably priced.
1kaEvkzfTzz46RS1LIyBxA,7,"One word of note, they don't like you taking photos, I took a photo of the outside of the bakery (the one I posted here) and they started waving their hands around saying ""No Photos""."
76IoFl6qlLhMsGdpGDe5rg,0,"This place is a ""spin-off"" from Sprmrkt in McCallum Street and has been open for a few weeks."
76IoFl6qlLhMsGdpGDe5rg,1,It's kinda hidden away in the basement of the Hong Leong Building in an area crowded with lunch alternatives.
76IoFl6qlLhMsGdpGDe5rg,2,"But, don't let the basement ambiance put you off."
76IoFl6qlLhMsGdpGDe5rg,3,"The menu is much more sandwiches, wraps, muffins and cakes - all freshly baked - than Sprmrkt."
76IoFl6qlLhMsGdpGDe5rg,4,"And, they brought the best from their other establishment: creative and great tasting food."
76IoFl6qlLhMsGdpGDe5rg,5,"I don't normally give out five starts after one visit, but this time I'm taking the chance."
76IoFl6qlLhMsGdpGDe5rg,6,I don't think I'll have to go back and change it.
0y8CwOxcf1zguqWX_VDyXw,0,Black Sesame Carrot Cake Probably one of the only carrot cakes that I actually like other than Cedele's carrot cake.
0y8CwOxcf1zguqWX_VDyXw,1,"I usually stray away from carrot cakes, because I find them too sweet and ""heaty"" but this cake was very moist with generous servings of nuts, raisins and carrot shreds."
0y8CwOxcf1zguqWX_VDyXw,2,The White Ombre prides itself in unique cakes and adding the black sesame to this carrot cake was definitely different.
0y8CwOxcf1zguqWX_VDyXw,3,"However, I think it's more of a decoration as you cannot taste it in the cake."
0y8CwOxcf1zguqWX_VDyXw,4,"You can clearly taste the dedication and passion the white ombre has to their cakes, as every cake is neatly placed into the cake cabinet and all are uniformly designed."
0y8CwOxcf1zguqWX_VDyXw,5,All the cakes looked so delicious and fresh.
0y8CwOxcf1zguqWX_VDyXw,6,Here's the variety of cakes and other sweet treats for sale.
0y8CwOxcf1zguqWX_VDyXw,7,"Check out the huge baking wonderland, the White Ombre runs baking classes to teach people how to bake cakes, macarons and even more."
0y8CwOxcf1zguqWX_VDyXw,8,The staff are also very friendly.
0y8CwOxcf1zguqWX_VDyXw,9,"Take note that the shop has no dining area, all cakes are packed in boxes and ready to take away."
0y8CwOxcf1zguqWX_VDyXw,10,"Menu of cakes per slice, per whole cake."
0y8CwOxcf1zguqWX_VDyXw,11,Check out the macarons This shop faces a whole stretch of industrial shops.
yg7HUPZFKkRKJfdmoU-h8g,0,The first retail kiosk of Barcook Bakery!
yg7HUPZFKkRKJfdmoU-h8g,1,I love the raisin cream cheese bread here.
yg7HUPZFKkRKJfdmoU-h8g,2,I think there is really no better alternative to this.
yg7HUPZFKkRKJfdmoU-h8g,3,The amount of cream cheese is generous and does not taste too sweet.
yg7HUPZFKkRKJfdmoU-h8g,4,The soft bun goes really well with coffee.
yg7HUPZFKkRKJfdmoU-h8g,5,It tastes best when served warm.
yg7HUPZFKkRKJfdmoU-h8g,6,"You can either heat it up at home, or if you're lucky, you'll probably get your hands on the fresh warm bread!"
yg7HUPZFKkRKJfdmoU-h8g,7,"There was once I got there at about 830pm, and I actually got bread right out of the oven!"
yg7HUPZFKkRKJfdmoU-h8g,8,"I mean, where else can you get freshly baked bread at 830pm?!"
yg7HUPZFKkRKJfdmoU-h8g,9,I would also recommend the cranberry and raisin loaf.
yg7HUPZFKkRKJfdmoU-h8g,10,"I like the combination of cranberry and raisin; the bread tastes good on its own, you won't even need a spread."
yg7HUPZFKkRKJfdmoU-h8g,11,"However, since this is only a kiosk, it does not sell cakes."
yg7HUPZFKkRKJfdmoU-h8g,12,"Other than that, it's as good as it can get!"
sgGYbMwD83o0-AFfMXVFEQ,0,Enjoyed their hazelnut and custard sponge cakes.
sgGYbMwD83o0-AFfMXVFEQ,1,"They come individually packed, like a muffin, and make a great afternoon snack or desert after lunch."
sgGYbMwD83o0-AFfMXVFEQ,2,"The sponge is light and fluffy, and not too sweet - the first time I had it it was still warm which was heavenly :) Very reasonably priced with lots of other sponge cakes and varieties available."
7LFjHQxXVUhKvpGA6e3cIA,0,"Before the rise of bespoke cocktails bars such as 28 Hong Kong Street , there was Drink Culture, a cool white washed club like bar that caters to the slightly older and sophisticated crowd."
7LFjHQxXVUhKvpGA6e3cIA,1,It looks very discrete even though it's located at the corner of the road.
7LFjHQxXVUhKvpGA6e3cIA,2,The great thing is the ambiance and clients of course.
7LFjHQxXVUhKvpGA6e3cIA,3,There is absolutely no worries of being harassed by drunken young punks.
7LFjHQxXVUhKvpGA6e3cIA,4,It's just people wanting to sit back and nurse a delicious cocktail with friends.
7LFjHQxXVUhKvpGA6e3cIA,5,"If you have no idea what to order, simply tell the bartender what mood you are in or what flavors you want to have in your drinks."
7LFjHQxXVUhKvpGA6e3cIA,6,He'll cook up something for you.
7LFjHQxXVUhKvpGA6e3cIA,7,"Fresh ingredients are used here and if you sit at the bar, you can see the guys at work."
7LFjHQxXVUhKvpGA6e3cIA,8,I didn't see any syrup being used at all to flavor the drinks.
7LFjHQxXVUhKvpGA6e3cIA,9,Did i also mention that the alcohol content is very high?
7LFjHQxXVUhKvpGA6e3cIA,10,Heh.
7LFjHQxXVUhKvpGA6e3cIA,11,What's good here: Cosmo.
7LFjHQxXVUhKvpGA6e3cIA,12,The Choco Flambé Martini drinks like a dessert.
7LFjHQxXVUhKvpGA6e3cIA,13,"The top coating of milk foam is gently blow-torched until it caramelizes into a light, fluffy texture but the drink is left untouched."
7LFjHQxXVUhKvpGA6e3cIA,14,I even had a smiley face on mine.
7LFjHQxXVUhKvpGA6e3cIA,15,Pays to be friendly to the bartender.
MBumE-LNr0GJsGzfXkPEdA,0,"Right after eating my dinner, I was looking for a dessert to satisfy my sweet tooth."
MBumE-LNr0GJsGzfXkPEdA,1,"In my search, I found a shop called 'Berrylite Frozen Yogurt' that offered 100% fat free cold dessert."
MBumE-LNr0GJsGzfXkPEdA,2,It looks just like an ice-cream parlour.
MBumE-LNr0GJsGzfXkPEdA,3,"Instead of ice-cream tubs on display ready to be scooped up upon a cone or cup, rows of multi-coloured toppings such as fruits, nuts, and cereals were provided."
MBumE-LNr0GJsGzfXkPEdA,4,"Behind the staff, is a yogurt dispensing machine for him to serve the dessert."
MBumE-LNr0GJsGzfXkPEdA,5,I ordered one topped with fruits like strawberries and peaches filled in a cup.
MBumE-LNr0GJsGzfXkPEdA,6,"Once readied, I ate a mouthful of the dessert and was shaken up with cool fruity flavour mixed with chilly yoghurt goodness."
MBumE-LNr0GJsGzfXkPEdA,7,The mixture of yoghurt and fruits swirling in my mouth complemented each other well as the taste exploded with rich flavour.
MBumE-LNr0GJsGzfXkPEdA,8,I became oblivious to the overwhelming experience that overcame me till the staff took notice and smiled.
MBumE-LNr0GJsGzfXkPEdA,9,We both knew I enjoyed the dessert incredibly.Berrylite Frozen Yogurt's opening hours: 11am - 10pm.
jBMu9dqDNlvAcO8KQJbm2w,0,Spotted a few stalls offering steamed fish head  last week.
jBMu9dqDNlvAcO8KQJbm2w,1,"Returned with hubby to try the fish head on a Sunday but unfortunately, the stall (which seemed to offer more steamed fish head options) two doors away was closed."
jBMu9dqDNlvAcO8KQJbm2w,2,So we tried this stall.
jBMu9dqDNlvAcO8KQJbm2w,3,The wait was 50mins.
jBMu9dqDNlvAcO8KQJbm2w,4,We had their signature fishhead  &  fried huang ti vegetable.
jBMu9dqDNlvAcO8KQJbm2w,5,The latter was well executed.
jBMu9dqDNlvAcO8KQJbm2w,6,The signature fishhead was OK but nothing to shout about.
jBMu9dqDNlvAcO8KQJbm2w,7,The fish used was a river-fish and the chilli spices did not manage to mask the muddiness.
jBMu9dqDNlvAcO8KQJbm2w,8,There was also too much bones for a fishhead.
jBMu9dqDNlvAcO8KQJbm2w,9,Was inspired to try the steamed fish head after eating an awesome steamed fish head at Chinatown a few months back.
jBMu9dqDNlvAcO8KQJbm2w,10,"By the way, steamed fish head is full of collagen."
jBMu9dqDNlvAcO8KQJbm2w,11,I'd come back here to try other dishes which are all reasonably priced.
LDLXBmLHeHF0EM-OhhdWJQ,0,Hock Heng You Tiao 福兴油条 is a stall located at Tanglin Halt Food Centre specialising in deep fried dough fritters.
LDLXBmLHeHF0EM-OhhdWJQ,1,This stall is located two units away from No.
LDLXBmLHeHF0EM-OhhdWJQ,2,1 Western Food 驰名西餐.
LDLXBmLHeHF0EM-OhhdWJQ,3,The Hungry Bunny recommended this stall since I was at Tanglin Halt Food Centre.
LDLXBmLHeHF0EM-OhhdWJQ,4,"Hock Heng You Tiao sells a variety of deep fried dough fritters such as You Tiao, Salted Hum Chim Peng (Hum Jin Peng), Butterfly Bun and Lotus Paste Hum Chim Peng."
LDLXBmLHeHF0EM-OhhdWJQ,5,Everything at Hock Heng You Tiao are freshly made!
LDLXBmLHeHF0EM-OhhdWJQ,6,"You may have noticed from the photos above, the owner was kneading, rolling and folding the dough preparing the next batch of Hum Chim Peng and You Tiao."
LDLXBmLHeHF0EM-OhhdWJQ,7,"After which, his daughter would help to deep fry them."
LDLXBmLHeHF0EM-OhhdWJQ,8,The owner's wife also helps out at the stall.
LDLXBmLHeHF0EM-OhhdWJQ,9,Each item at the stall costs only $0.70.
LDLXBmLHeHF0EM-OhhdWJQ,10,Savory (Salted) Hum Chim Peng $0.70 I bought a Savory (Salted) Hum Chim Peng $0.70 to try out when I was there.
LDLXBmLHeHF0EM-OhhdWJQ,11,I must admit that it sure was good.
LDLXBmLHeHF0EM-OhhdWJQ,12,"The Hum Chim Peng was soft, chewy and fluffy."
LDLXBmLHeHF0EM-OhhdWJQ,13,I especially love it when I reach the part which was savoury.
LDLXBmLHeHF0EM-OhhdWJQ,14,"Having tried this out, I decided to purchase some home."
LDLXBmLHeHF0EM-OhhdWJQ,15,The Butterfly Bun $0.70 was fried with sesame seeds which gave it an extra fragrant.
LDLXBmLHeHF0EM-OhhdWJQ,16,It is similar to You Tiao except for the fact that it had a different shape and was sweeter in taste.
LDLXBmLHeHF0EM-OhhdWJQ,17,"Anyway, my advice would be to have these deep fried dough fritters on the spot after buying."
LDLXBmLHeHF0EM-OhhdWJQ,18,It is best eaten when it is freshly fried.
LDLXBmLHeHF0EM-OhhdWJQ,19,Those that I bought home and ate the next morning became a tad too tough on the outside.
LDLXBmLHeHF0EM-OhhdWJQ,20,"Nevertheless, Hock Heng You Tiao is worth a try."
LDLXBmLHeHF0EM-OhhdWJQ,21,Detailed review: foodiefc.blogspot.sg/201…
x1d4mNHW62TUcnK4bRaCSw,0,"Chomp Chomp Food Centre (Hawker Centre) is located at located at Kensington Park Road, Serangoon Gardens."
