,review_id,sentence_id,sentence,sentiment,Rating
46,I-VLRZVD2mpZW_mnaho3bQ,2,"I loved the rolls, but three aburi-ed rolls which sort of taste the same after a while, for 2 people, are a bit much, and hence we struggled to finish the rolls, which resulted in a fair bit of waste.",1,4.0
47,I-VLRZVD2mpZW_mnaho3bQ,3,"We also got the normal chirashi, a portion of salmon sashimi, a pitan tofu.",0,4.0
48,I-VLRZVD2mpZW_mnaho3bQ,4,"The chirashi was topped with thickly sliced fish of various varieties, and the rice was sufficiently vinegared.",1,4.0
49,I-VLRZVD2mpZW_mnaho3bQ,5,Yum!,1,4.0
50,I-VLRZVD2mpZW_mnaho3bQ,6,My favorite was the pitan tofu.,0,4.0
51,I-VLRZVD2mpZW_mnaho3bQ,7,"Tofu is actually a misnomer as they use egg custard as the tofu, and then top it with century eggs, flying fish roe, spring onions, and shredded surimi.",2,4.0
52,I-VLRZVD2mpZW_mnaho3bQ,8,I really liked this.,1,4.0
53,I-VLRZVD2mpZW_mnaho3bQ,9,Prices here are very reasonable for what they are.,1,4.0
54,I-VLRZVD2mpZW_mnaho3bQ,10,"I guess this is the Singapore version of hole-in-the-wall sushi, tucked in a corner of Orchard Road.",0,4.0
55,I-VLRZVD2mpZW_mnaho3bQ,11,"They should probably have a sake shot promo, just to value-add.",2,4.0
56,srv-bqtZOwkoFk3M0n6gxQ,0,"I was walking along Sago Street one afternoon pretending to be a tourist when I saw a local aunty in front of me pointing to the pastry stall on the right, telling her caucasian friends that this is her favourite chinese pastry shop.",0,3.0
57,srv-bqtZOwkoFk3M0n6gxQ,1,I had never tried it but it looked pretty good.,1,3.0
58,srv-bqtZOwkoFk3M0n6gxQ,2,"From the shop front, you can see bakers in the back of the shop rolling out fresh batches of buns and pastries.",0,3.0
59,srv-bqtZOwkoFk3M0n6gxQ,3,"Taking the aunty's word for it, I bought a couple of Bo Lo Buns as it appeared to be their specialty.",0,3.0
60,srv-bqtZOwkoFk3M0n6gxQ,4,I tried the custard bo lo bun and the roasted chicken bo lo bun.,0,3.0
61,srv-bqtZOwkoFk3M0n6gxQ,5,The custard bun was great!,1,3.0
62,srv-bqtZOwkoFk3M0n6gxQ,6,"The flavour of the bun was well balanced, a little sweet and salty, and a nice eggy custard filled the middle.",1,3.0
63,srv-bqtZOwkoFk3M0n6gxQ,7,It all went down really nicely but the bun could have been a little softer.,2,3.0
64,srv-bqtZOwkoFk3M0n6gxQ,8,The roasted chicken bo lo bun did not really appeal to my taste buds.,2,3.0
65,srv-bqtZOwkoFk3M0n6gxQ,9,Perhaps it is because I'm too used to having char siew in my bo lo bun that having roasted chicken in it felt like a substandard substitute.,2,3.0
66,srv-bqtZOwkoFk3M0n6gxQ,10,"Overall, the buns were alright, not necessarily the best in town but decent enough for a snack while walking around chinatown.",1,3.0
